cveID,product,version
CVE-2008-1950,Gnutls,2.1.5
CVE-2008-1950,Gnutls,2.1.6
CVE-2008-1950,Gnutls,2.1.7
CVE-2008-1950,Gnutls,2.1.8
CVE-2008-1950,Gnutls,2.2.0
CVE-2008-1950,Gnutls,2.2.1
CVE-2008-1950,Gnutls,2.2.2
CVE-2008-1950,Gnutls,2.2.3
CVE-2008-1950,Gnutls,2.2.4
CVE-2008-1950,Gnutls,2.2.5
CVE-2008-1950,Gnutls,2.3.0
CVE-2008-1950,Gnutls,2.3.1
CVE-2008-1950,Gnutls,2.3.2
CVE-2008-1950,Gnutls,2.3.3
CVE-2008-1950,Gnutls,2.3.4
CVE-2008-1950,Gnutls,2.3.5
CVE-2008-1950,Gnutls,2.3.6
CVE-2008-1950,Gnutls,2.3.7
CVE-2008-1950,Gnutls,2.3.8
CVE-2008-1950,Gnutls,2.3.9
CVE-2008-1950,Gnutls,2.3.10
CVE-2008-1950,Gnutls,2.3.11
CVE-2009-1194,Pango,1.2
CVE-2009-1194,Pango,1.4
CVE-2009-1194,Pango,1.6
CVE-2009-1194,Pango,1.8
CVE-2009-1194,Pango,1.1
CVE-2009-1194,Pango,1.12
CVE-2009-1194,Pango,1.14
CVE-2009-1194,Pango,1.16
CVE-2009-1194,Pango,1.18
CVE-2009-1194,Pango,1.2
CVE-2010-0787,Samba,3.0.22
CVE-2010-0787,Samba,3.0.28a
CVE-2010-0787,Samba,3.2.3
CVE-2010-0787,Samba,3.4.0
CVE-2010-0787,Samba,3.4.5
CVE-2010-1152,Memcached,0.0.1
CVE-2010-1152,Memcached,0.0.2
CVE-2010-1152,Memcached,0.0.3
CVE-2010-1152,Memcached,0.0.4
CVE-2010-1152,Memcached,0.1.0
CVE-2010-1152,Memcached,0.1.1
CVE-2010-1152,Memcached,1.0.0
CVE-2010-1152,Memcached,1.0.1
CVE-2010-1152,Memcached,1.0.2
CVE-2010-1152,Memcached,1.0.3
CVE-2010-1152,Memcached,1.0.4
CVE-2010-1152,Memcached,1.1.0
CVE-2010-1152,Memcached,1.1.12
CVE-2010-1152,Memcached,1.2.0
CVE-2010-1152,Memcached,1.2.0
CVE-2010-1152,Memcached,1.2.1
CVE-2010-1152,Memcached,1.2.2
CVE-2010-1152,Memcached,1.2.8
CVE-2010-1152,Memcached,1.4.0
CVE-2010-1152,Memcached,1.4.1
CVE-2010-1155,Irssi,0.8.0
CVE-2010-1155,Irssi,0.8.1
CVE-2010-1155,Irssi,0.8.2
CVE-2010-1155,Irssi,0.8.3
CVE-2010-1155,Irssi,0.8.4
CVE-2010-1155,Irssi,0.8.5
CVE-2010-1155,Irssi,0.8.6
CVE-2010-1155,Irssi,0.8.7
CVE-2010-1155,Irssi,0.8.8
CVE-2010-1155,Irssi,0.8.9
CVE-2010-1155,Irssi,0.8.10
CVE-2010-1155,Irssi,0.8.10
CVE-2010-1155,Irssi,0.8.10
CVE-2010-1155,Irssi,0.8.10
CVE-2010-1155,Irssi,0.8.10
CVE-2010-1155,Irssi,0.8.11
CVE-2010-1155,Irssi,0.8.11
CVE-2010-1155,Irssi,0.8.11
CVE-2010-1155,Irssi,0.8.12
CVE-2010-1155,Irssi,0.8.12
CVE-2010-1155,Irssi,0.8.13
CVE-2010-1155,Irssi,0.8.13
CVE-2010-1155,Irssi,0.8.14
CVE-2010-1635,Samba,3.0.0
CVE-2010-1635,Samba,3.0.1
CVE-2010-1635,Samba,3.0.2
CVE-2010-1635,Samba,3.0.2a
CVE-2010-1635,Samba,3.0.3
CVE-2010-1635,Samba,3.0.4
CVE-2010-1635,Samba,3.0.4
CVE-2010-1635,Samba,3.0.5
CVE-2010-1635,Samba,3.0.6
CVE-2010-1635,Samba,3.0.7
CVE-2010-1635,Samba,3.0.8
CVE-2010-1635,Samba,3.0.9
CVE-2010-1635,Samba,3.0.10
CVE-2010-1635,Samba,3.0.11
CVE-2010-1635,Samba,3.0.12
CVE-2010-1635,Samba,3.0.13
CVE-2010-1635,Samba,3.0.14a
CVE-2010-1635,Samba,3.0.14
CVE-2010-1635,Samba,3.0.15
CVE-2010-1635,Samba,3.0.16
CVE-2010-1635,Samba,3.0.17
CVE-2010-1635,Samba,3.0.18
CVE-2010-1635,Samba,3.0.19
CVE-2010-1635,Samba,3.0.20b
CVE-2010-1635,Samba,3.0.20a
CVE-2010-1635,Samba,3.0.20
CVE-2010-1635,Samba,3.0.21b
CVE-2010-1635,Samba,3.0.21
CVE-2010-1635,Samba,3.0.21a
CVE-2010-1635,Samba,3.0.21c
CVE-2010-1635,Samba,3.0.22
CVE-2010-1635,Samba,3.0.23d
CVE-2010-1635,Samba,3.0.23
CVE-2010-1635,Samba,3.0.23b
CVE-2010-1635,Samba,3.0.23a
CVE-2010-1635,Samba,3.0.23c
CVE-2010-1635,Samba,3.0.24
CVE-2010-1635,Samba,3.0.25
CVE-2010-1635,Samba,3.0.25
CVE-2010-1635,Samba,3.0.25
CVE-2010-1635,Samba,3.0.25
CVE-2010-1635,Samba,3.0.25b
CVE-2010-1635,Samba,3.0.25c
CVE-2010-1635,Samba,3.0.25
CVE-2010-1635,Samba,3.0.25a
CVE-2010-1635,Samba,3.0.25
CVE-2010-1635,Samba,3.0.26a
CVE-2010-1635,Samba,3.0.26
CVE-2010-1635,Samba,3.0.27a
CVE-2010-1635,Samba,3.0.27
CVE-2010-1635,Samba,3.0.28a
CVE-2010-1635,Samba,3.0.28
CVE-2010-1635,Samba,3.0.29
CVE-2010-1635,Samba,3.0.30
CVE-2010-1635,Samba,3.0.31
CVE-2010-1635,Samba,3.0.32
CVE-2010-1635,Samba,3.0.33
CVE-2010-1635,Samba,3.0.34
CVE-2010-1635,Samba,3.0.35
CVE-2010-1635,Samba,3.0.36
CVE-2010-1635,Samba,3.0.37
CVE-2010-1635,Samba,3.1.0
CVE-2010-1635,Samba,3.2
CVE-2010-1635,Samba,3.2.0
CVE-2010-1635,Samba,3.2.1
CVE-2010-1635,Samba,3.2.2
CVE-2010-1635,Samba,3.2.3
CVE-2010-1635,Samba,3.2.4
CVE-2010-1635,Samba,3.2.5
CVE-2010-1635,Samba,3.2.6
CVE-2010-1635,Samba,3.2.7
CVE-2010-1635,Samba,3.2.8
CVE-2010-1635,Samba,3.2.9
CVE-2010-1635,Samba,3.2.10
CVE-2010-1635,Samba,3.2.11
CVE-2010-1635,Samba,3.2.12
CVE-2010-1635,Samba,3.2.13
CVE-2010-1635,Samba,3.2.14
CVE-2010-1635,Samba,3.2.15
CVE-2010-1635,Samba,3.3
CVE-2010-1635,Samba,3.3.0
CVE-2010-1635,Samba,3.3.1
CVE-2010-1635,Samba,3.3.2
CVE-2010-1635,Samba,3.3.3
CVE-2010-1635,Samba,3.3.4
CVE-2010-1635,Samba,3.3.5
CVE-2010-1635,Samba,3.3.6
CVE-2010-1635,Samba,3.3.7
CVE-2010-1635,Samba,3.3.8
CVE-2010-1635,Samba,3.3.9
CVE-2010-1635,Samba,3.3.10
CVE-2010-1635,Samba,3.3.11
CVE-2010-1635,Samba,3.4
CVE-2010-1635,Samba,3.4.0
CVE-2010-1635,Samba,3.4.1
CVE-2010-1635,Samba,3.4.2
CVE-2010-1635,Samba,3.4.3
CVE-2010-1635,Samba,3.4.4
CVE-2010-1635,Samba,3.4.5
CVE-2010-1635,Samba,3.4.6
CVE-2010-1635,Samba,3.5
CVE-2010-1635,Samba,3.5.0
CVE-2010-1635,Samba,3.5.1
CVE-2010-1642,Samba,3.0.0
CVE-2010-1642,Samba,3.0.1
CVE-2010-1642,Samba,3.0.2a
CVE-2010-1642,Samba,3.0.2
CVE-2010-1642,Samba,3.0.3
CVE-2010-1642,Samba,3.0.4
CVE-2010-1642,Samba,3.0.4
CVE-2010-1642,Samba,3.0.5
CVE-2010-1642,Samba,3.0.6
CVE-2010-1642,Samba,3.0.7
CVE-2010-1642,Samba,3.0.8
CVE-2010-1642,Samba,3.0.9
CVE-2010-1642,Samba,3.0.10
CVE-2010-1642,Samba,3.0.11
CVE-2010-1642,Samba,3.0.12
CVE-2010-1642,Samba,3.0.13
CVE-2010-1642,Samba,3.0.14a
CVE-2010-1642,Samba,3.0.14
CVE-2010-1642,Samba,3.0.15
CVE-2010-1642,Samba,3.0.16
CVE-2010-1642,Samba,3.0.17
CVE-2010-1642,Samba,3.0.18
CVE-2010-1642,Samba,3.0.19
CVE-2010-1642,Samba,3.0.20
CVE-2010-1642,Samba,3.0.20a
CVE-2010-1642,Samba,3.0.20b
CVE-2010-1642,Samba,3.0.21b
CVE-2010-1642,Samba,3.0.21c
CVE-2010-1642,Samba,3.0.21
CVE-2010-1642,Samba,3.0.21a
CVE-2010-1642,Samba,3.0.22
CVE-2010-1642,Samba,3.0.23b
CVE-2010-1642,Samba,3.0.23
CVE-2010-1642,Samba,3.0.23c
CVE-2010-1642,Samba,3.0.23a
CVE-2010-1642,Samba,3.0.23d
CVE-2010-1642,Samba,3.0.24
CVE-2010-1642,Samba,3.0.25
CVE-2010-1642,Samba,3.0.25
CVE-2010-1642,Samba,3.0.25c
CVE-2010-1642,Samba,3.0.25a
CVE-2010-1642,Samba,3.0.25
CVE-2010-1642,Samba,3.0.25
CVE-2010-1642,Samba,3.0.25
CVE-2010-1642,Samba,3.0.25b
CVE-2010-1642,Samba,3.0.25
CVE-2010-1642,Samba,3.0.26
CVE-2010-1642,Samba,3.0.26a
CVE-2010-1642,Samba,3.0.27
CVE-2010-1642,Samba,3.0.27a
CVE-2010-1642,Samba,3.0.28
CVE-2010-1642,Samba,3.0.28a
CVE-2010-1642,Samba,3.0.29
CVE-2010-1642,Samba,3.0.30
CVE-2010-1642,Samba,3.0.31
CVE-2010-1642,Samba,3.0.32
CVE-2010-1642,Samba,3.0.33
CVE-2010-1642,Samba,3.0.34
CVE-2010-1642,Samba,3.0.35
CVE-2010-1642,Samba,3.0.36
CVE-2010-1642,Samba,3.0.37
CVE-2010-1642,Samba,3.1.0
CVE-2010-1642,Samba,3.2
CVE-2010-1642,Samba,3.2.0
CVE-2010-1642,Samba,3.2.1
CVE-2010-1642,Samba,3.2.2
CVE-2010-1642,Samba,3.2.3
CVE-2010-1642,Samba,3.2.4
CVE-2010-1642,Samba,3.2.5
CVE-2010-1642,Samba,3.2.6
CVE-2010-1642,Samba,3.2.7
CVE-2010-1642,Samba,3.2.8
CVE-2010-1642,Samba,3.2.9
CVE-2010-1642,Samba,3.2.10
CVE-2010-1642,Samba,3.2.11
CVE-2010-1642,Samba,3.2.12
CVE-2010-1642,Samba,3.2.13
CVE-2010-1642,Samba,3.2.14
CVE-2010-1642,Samba,3.2.15
CVE-2010-1642,Samba,3.3
CVE-2010-1642,Samba,3.3.0
CVE-2010-1642,Samba,3.3.1
CVE-2010-1642,Samba,3.3.2
CVE-2010-1642,Samba,3.3.3
CVE-2010-1642,Samba,3.3.4
CVE-2010-1642,Samba,3.3.5
CVE-2010-1642,Samba,3.3.6
CVE-2010-1642,Samba,3.3.7
CVE-2010-1642,Samba,3.3.8
CVE-2010-1642,Samba,3.3.9
CVE-2010-1642,Samba,3.3.10
CVE-2010-1642,Samba,3.3.11
CVE-2010-1642,Samba,3.4
CVE-2010-1642,Samba,3.4.0
CVE-2010-1642,Samba,3.4.1
CVE-2010-1642,Samba,3.4.2
CVE-2010-1642,Samba,3.4.3
CVE-2010-1642,Samba,3.4.4
CVE-2010-1642,Samba,3.4.5
CVE-2010-1642,Samba,3.4.6
CVE-2010-1642,Samba,3.5
CVE-2010-1642,Samba,3.5.0
CVE-2010-1642,Samba,3.5.1
CVE-2010-2060,Beanstalkd,0.5
CVE-2010-2060,Beanstalkd,0.6
CVE-2010-2060,Beanstalkd,0.7
CVE-2010-2060,Beanstalkd,0.8
CVE-2010-2060,Beanstalkd,0.9
CVE-2010-2060,Beanstalkd,0.1
CVE-2010-2060,Beanstalkd,1
CVE-2010-2060,Beanstalkd,1.1
CVE-2010-2060,Beanstalkd,1.2
CVE-2010-2060,Beanstalkd,1.3
CVE-2010-2060,Beanstalkd,1.4
CVE-2010-2060,Beanstalkd,1.4.1
CVE-2010-2060,Beanstalkd,1.4.2
CVE-2010-2060,Beanstalkd,1.4.3
CVE-2010-2060,Beanstalkd,1.4.4
CVE-2010-3431,Linux-pam,1.1.2
CVE-2010-4250,Linux Kernel,2.6.36.1
CVE-2010-4250,Linux Kernel,2.6.36.2
CVE-2010-4250,Linux Kernel,2.6.36.3
CVE-2010-4648,Linux Kernel,2.6.36.1
CVE-2010-4648,Linux Kernel,2.6.36.2
CVE-2010-4648,Linux Kernel,2.6.36.3
CVE-2010-4650,Linux Kernel,2.6.36.1
CVE-2010-4650,Linux Kernel,2.6.36.2
CVE-2010-4650,Linux Kernel,2.6.36.3
CVE-2010-4706,Linux-pam,0.99.1.0
CVE-2010-4706,Linux-pam,0.99.2.0
CVE-2010-4706,Linux-pam,0.99.2.1
CVE-2010-4706,Linux-pam,0.99.3.0
CVE-2010-4706,Linux-pam,0.99.4.0
CVE-2010-4706,Linux-pam,0.99.5.0
CVE-2010-4706,Linux-pam,0.99.6.0
CVE-2010-4706,Linux-pam,0.99.6.1
CVE-2010-4706,Linux-pam,0.99.6.2
CVE-2010-4706,Linux-pam,0.99.6.3
CVE-2010-4706,Linux-pam,0.99.7.0
CVE-2010-4706,Linux-pam,0.99.7.1
CVE-2010-4706,Linux-pam,0.99.8.0
CVE-2010-4706,Linux-pam,0.99.8.1
CVE-2010-4706,Linux-pam,0.99.9.0
CVE-2010-4706,Linux-pam,0.99.10.0
CVE-2010-4706,Linux-pam,1.0.0
CVE-2010-4706,Linux-pam,1.0.1
CVE-2010-4706,Linux-pam,1.0.2
CVE-2010-4706,Linux-pam,1.0.3
CVE-2010-4706,Linux-pam,1.0.4
CVE-2010-4706,Linux-pam,1.1.0
CVE-2010-4706,Linux-pam,1.1.1
CVE-2010-4707,Linux-pam,0.99.1.0
CVE-2010-4707,Linux-pam,0.99.2.0
CVE-2010-4707,Linux-pam,0.99.2.1
CVE-2010-4707,Linux-pam,0.99.3.0
CVE-2010-4707,Linux-pam,0.99.4.0
CVE-2010-4707,Linux-pam,0.99.5.0
CVE-2010-4707,Linux-pam,0.99.6.0
CVE-2010-4707,Linux-pam,0.99.6.1
CVE-2010-4707,Linux-pam,0.99.6.2
CVE-2010-4707,Linux-pam,0.99.6.3
CVE-2010-4707,Linux-pam,0.99.7.0
CVE-2010-4707,Linux-pam,0.99.7.1
CVE-2010-4707,Linux-pam,0.99.8.0
CVE-2010-4707,Linux-pam,0.99.8.1
CVE-2010-4707,Linux-pam,0.99.9.0
CVE-2010-4707,Linux-pam,0.99.10.0
CVE-2010-4707,Linux-pam,1.0.0
CVE-2010-4707,Linux-pam,1.0.1
CVE-2010-4707,Linux-pam,1.0.2
CVE-2010-4707,Linux-pam,1.0.3
CVE-2010-4707,Linux-pam,1.0.4
CVE-2010-4707,Linux-pam,1.1.0
CVE-2010-4707,Linux-pam,1.1.1
CVE-2011-0006,Linux Kernel,2.6.36.1
CVE-2011-0006,Linux Kernel,2.6.36.2
CVE-2011-0006,Linux Kernel,2.6.36.3
CVE-2011-0530,NBD,2.9.0
CVE-2011-0530,NBD,2.9.1
CVE-2011-0530,NBD,2.9.2
CVE-2011-0530,NBD,2.9.3
CVE-2011-0530,NBD,2.9.4
CVE-2011-0530,NBD,2.9.5
CVE-2011-0530,NBD,2.9.6
CVE-2011-0530,NBD,2.9.7
CVE-2011-0530,NBD,2.9.8
CVE-2011-0530,NBD,2.9.9
CVE-2011-0530,NBD,2.9.10
CVE-2011-0530,NBD,2.9.11
CVE-2011-0530,NBD,2.9.12
CVE-2011-0530,NBD,2.9.13
CVE-2011-0530,NBD,2.9.14
CVE-2011-0530,NBD,2.9.15
CVE-2011-0530,NBD,2.9.16
CVE-2011-0530,NBD,2.9.17
CVE-2011-0530,NBD,2.9.18
CVE-2011-0716,Linux Kernel,2.6.37
CVE-2011-0716,Linux Kernel,2.6.37
CVE-2011-0716,Linux Kernel,2.6.37
CVE-2011-0716,Linux Kernel,2.6.37
CVE-2011-0716,Linux Kernel,2.6.37
CVE-2011-0716,Linux Kernel,2.6.37
CVE-2011-0716,Linux Kernel,2.6.37.1
CVE-2011-0716,Linux Kernel,2.6.37.2
CVE-2011-0716,Linux Kernel,2.6.37.3
CVE-2011-0716,Linux Kernel,2.6.37.4
CVE-2011-0716,Linux Kernel,2.6.37.5
CVE-2011-1021,Linux Kernel,2.6.9
CVE-2011-1021,Linux Kernel,2.6.9
CVE-2011-1021,Linux Kernel,2.6.9
CVE-2011-1021,Linux Kernel,2.6.9
CVE-2011-1023,Linux Kernel,2.6.37
CVE-2011-1023,Linux Kernel,2.6.37
CVE-2011-1023,Linux Kernel,2.6.37
CVE-2011-1023,Linux Kernel,2.6.37
CVE-2011-1023,Linux Kernel,2.6.37
CVE-2011-1023,Linux Kernel,2.6.37
CVE-2011-1023,Linux Kernel,2.6.37.1
CVE-2011-1023,Linux Kernel,2.6.37.2
CVE-2011-1023,Linux Kernel,2.6.37.3
CVE-2011-1023,Linux Kernel,2.6.37.4
CVE-2011-1023,Linux Kernel,2.6.37.5
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
CVE-2011-1078,Linux Kernel,2.6.38
